epoch,loss,val_loss,classification_output_loss,val_classification_output_loss,classification_output_accuracy,val_classification_output_accuracy
23,1.4172241755891974,1.5433484943951201,1.110593833766013,1.2531313694002075,0.4649695297465211,0.4684509059057881
24,1.3423664469203784,1.4208082879197783,1.1412517370243747,1.183643866843681,0.4769576982570376,0.3868777786424012
25,1.3075673785007975,1.5563370211001035,1.0547872304057362,1.2589752296685082,0.4680892947946127,0.3962912852798956
26,1.2448572666841282,1.5125555230040908,1.1116170983465945,1.1758559055011135,0.4689890211837607,0.4432046211560632
27,1.4687172940356126,1.3964024981803593,1.065579081496196,1.316354181880007,0.444497574915865,0.3858671252907602
28,1.2123958710283398,1.3330770043935767,0.9943036016953282,1.0947672618998616,0.5061306281276975,0.4330178249871305
29,1.1383822793281886,1.421101492595456,0.9405655461914617,1.1453888796808265,0.5272460269961919,0.41400446460350826
30,1.2922372042380736,1.2871181104778056,1.0781545949693176,1.213196824592593,0.4667782632969445,0.41217781608607773
31,1.2829611104424279,1.4367820265115854,0.9764212888824304,1.1630052230970025,0.5266656803431987,0.3992792553889199
32,1.1849473284055598,1.2309917383571367,0.992922145554317,1.1204991555696808,0.517751524209416,0.4466952044648108
33,1.1354637949087214,1.3297304489877135,0.9641528234817944,1.0294683725055813,0.5330834591300445,0.4572114314337803
34,1.2835418283142774,1.2706229394681061,0.8365288316481472,1.1179370266563073,0.5086347334355376,0.4330932082521459
35,1.2077593892164067,1.255997160187805,0.986268574797397,0.8945760459009214,0.5091007324241149,0.4605339638133686
36,1.2479997372117881,1.3250524586807118,0.992238551434777,0.9813033706107526,0.5376932466431253,0.44203120064379137
37,1.0728266480069757,1.2326993351040716,0.9664021337067017,1.1326982193903523,0.5241698421960318,0.4435570411669704
38,1.0027177285071167,1.35009973583442,1.0246354440808148,1.071281071484871,0.5309114800614602,0.45514009625323665
39,1.0546248430092875,1.3006398808770296,0.9970518991023837,0.9647564751748343,0.583641813011395,0.4884933572441929
40,1.1210277407835747,1.4012561333242968,1.0771723956992876,1.1858399645541544,0.5116201763701625,0.39680327578304914
41,1.1476090687447906,1.3152928907445358,0.9318668520846404,1.1336790784955157,0.5343412268655235,0.4453177713774791
42,1.1375331852832042,1.208171567887799,0.9224067554963998,1.030425918231809,0.5200274236210033,0.4502832656114795
43,1.0123689334716495,1.4377107801276523,0.820178869474178,0.9897339418425014,0.45599876407900836,0.4502272737115302
44,1.0780774767374055,1.1770913182174711,0.8987876732024562,1.1127513527986397,0.5132209164863042,0.41292617714892216
45,1.1181265940477705,1.2086744395960238,1.052572129256837,1.0749945404405292,0.5163116371742631,0.36503113144477933
46,1.1503199512119187,1.5195472305807338,0.8950373826037681,1.2844398901227032,0.5452519541055624,0.4429768028725464
47,1.1076101134186835,1.2442851326091595,0.9887610635316857,1.0725316449900906,0.5592016124718984,0.463683972478429
48,0.9617114509259735,1.2801318117126295,0.9194803348411177,0.9894070413876633,0.5169470388804792,0.3801877204205612
49,1.0079132525307564,1.2336602808545454,0.9698958419988309,0.9113972825371872,0.4699720557794983,0.3860312985115618
